entity_id,entity_type,timestamp,source_ip,geo_lat,geo_lon,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,country,failed_attempts,label
E0118,edge_device,2026-06-06 08:26:14.813614972,179.58.126.38,18.920616463279657,-71.0400438818214,res_33,biometric,372.4139609383039,4,88:2a:2a:6d:82:a3,Japan,0,normal
E0035,user,2026-06-06 08:26:32.410535914,148.0.195.232,18.983179090369664,-63.86758468946634,res_27,password,277.996939885438,3,a4:ee:5c:45:68:e7,India,0,normal
E0092,user,2026-06-06 08:27:22.215405859,24.29.214.229,-69.78872893500332,161.63908193135143,res_31,token,318.02285621747313,2,e0:a8:4d:de:82:8e,Japan,0,normal
E0039,service_account,2026-06-06 08:29:36.734259133,212.248.5.148,40.81758327059442,-56.13962870394217,res_6,biometric,328.7208708390562,3,b6:df:e6:58:32:f5,UK,0,normal
E0092,user,2026-06-06 08:30:16.908326627,187.169.47.199,-69.78035992342036,161.65821220968516,res_31,token,303.5587659251627,3,e0:a8:4d:de:82:8e,Japan,1,normal
E0074,user,2026-06-06 08:33:33.679474975,223.162.6.141,-73.77834203939058,96.50405904585334,res_25,password,331.556650837488,3,98:27:99:05:6f:47,UK,1,normal
E0020,user,2026-06-06 08:34:11.559447381,179.41.183.158,-22.26146630745302,155.19181314307107,res_30,token,246.96462301029928,2,50:18:ab:b8:15:7b,Japan,0,normal
E0037,edge_device,2026-06-06 08:36:59.019445909,37.190.79.25,24.309780425661174,9.336521985502676,res_4,password,245.86097072432744,2,04:ab:5a:5e:35:36,Japan,1,normal
E0023,user,2026-06-06 08:38:28.756288750,91.236.251.205,-7.45880654318612,152.23500711330826,res_34,password,253.5109641839691,1,f6:d6:6c:20:0a:ed,Brazil,0,normal
E0002,user,2026-06-06 08:39:57.923070575,89.26.93.9,57.84969512476441,78.94698789379602,res_10,biometric,403.9055029908211,1,08:69:ef:e1:47:62,UK,0,normal
E0040,service_account,2026-06-06 08:40:00.418605776,177.236.75.119,15.82954418201288,-78.73590195762911,res_10,password,283.9797742939781,5,58:6d:ab:52:d9:42,USA,0,normal
E0013,user,2026-06-06 08:42:03.500361734,46.252.114.35,2.9005464017686355,-19.233786155627058,res_17,biometric,281.3275026495791,5,b6:11:2b:da:d0:14,USA,0,normal
E0013,user,2026-06-06 08:42:28.049810958,21.138.50.87,2.883218045631616,-19.24022815319303,res_15,biometric,275.09451979648026,5,b6:11:2b:da:d0:14,USA,0,normal
E0111,service_account,2026-06-06 08:43:21.996386157,206.149.10.73,33.76443462341975,106.48579739072814,res_5,token,285.1564236031539,5,d6:c2:ff:27:5e:c7,Singapore,0,normal
E0070,user,2026-06-06 08:45:31.266346519,218.244.69.91,-15.210970469901811,27.416795456421774,res_34,password,276.07789305100863,4,12:5f:a9:e1:3b:66,Japan,0,normal
E0102,edge_device,2026-06-06 08:47:11.648165286,156.156.207.83,-24.816188801900495,92.5094335998258,res_1,certificate,244.52641030774996,1,0e:fc:a7:f2:61:15,UK,1,normal
E0037,edge_device,2026-06-06 08:51:15.975904106,198.139.89.201,24.316874904424598,9.353196115279035,res_9,password,371.8493124022905,2,04:ab:5a:5e:35:36,Japan,1,normal
E0103,user,2026-06-06 08:52:50.026419507,161.63.103.118,44.98899015944812,135.20886515156016,res_28,certificate,347.9086206267148,4,48:d4:1e:65:71:11,USA,1,normal
E0099,service_account,2026-06-06 08:55:01.797374701,213.226.181.243,73.69410482010535,-115.3110098613558,res_3,certificate,280.1790452069117,2,d6:14:61:a9:2a:70,UK,0,normal
E0074,user,2026-06-06 08:55:42.199244890,173.102.96.170,-73.80240495162072,96.49383953871997,res_36,password,289.03689229114036,3,98:27:99:05:6f:47,UK,0,normal
E0092,user,2026-06-06 08:57:07.812553687,111.17.62.26,-69.76708878131285,161.62559589666046,res_9,token,282.3571611620263,1,e0:a8:4d:de:82:8e,Japan,0,normal
E0057,service_account,2026-06-06 08:57:48.789647071,55.211.120.227,37.31517607548207,-91.18771143817827,res_14,token,429.1244013517236,4,62:ae:98:5e:82:6c,Japan,0,normal
E0005,user,2026-06-06 09:00:22.656230421,213.21.198.26,70.31617712104517,-26.11000248949732,res_12,token,383.09226562764263,3,00:1e:dc:21:33:a1,Germany,0,normal
E0090,edge_device,2026-06-06 09:03:23.538316700,215.67.175.18,-35.20118220334313,-140.19380886249286,res_36,biometric,346.2159917089862,2,5a:ff:87:64:ce:3a,Singapore,0,normal
E0003,edge_device,2026-06-06 09:04:25.992970048,69.110.11.47,-109.4209865,118.258546,res_33,password,263.32868986498283,4,1e:0c:d8:61:9c:19,Germany,0,impossible_travel
E0070,user,2026-06-06 09:04:38.547417939,100.130.32.66,-15.200342505688432,27.428920191727958,res_3,password,260.28388920495433,3,12:5f:a9:e1:3b:66,Japan,0,normal
E0103,user,2026-06-06 09:05:11.978980263,71.3.6.125,44.98919066511087,135.2146458141704,res_30,certificate,334.8251853880415,2,48:d4:1e:65:71:11,USA,0,normal
E0114,edge_device,2026-06-06 09:09:46.762544438,62.40.169.149,12.624121694955186,-169.98311690932027,res_9,biometric,276.4058154502293,2,1a:2f:47:0c:50:77,UK,0,normal
E0111,service_account,2026-06-06 09:10:01.905540092,192.244.56.113,33.75764254258097,106.49338320410683,res_29,token,279.09432298250437,5,d6:c2:ff:27:5e:c7,Singapore,0,normal
E0027,edge_device,2026-06-06 09:10:11.616640616,155.139.38.100,76.56030149559244,81.59152759937103,res_20,certificate,353.75983262481805,1,6c:02:c9:f2:9e:dc,USA,1,normal
E0006,user,2026-06-06 09:11:16.189901785,128.44.223.185,-10.218391383235122,108.71510350607959,res_33,certificate,312.2089202071373,5,b8:8e:7a:46:4b:9b,Japan,0,normal
E0090,edge_device,2026-06-06 09:11:44.339431804,1.200.160.121,-35.22077186439019,-140.1788293948635,res_36,biometric,297.6057413046569,2,5a:ff:87:64:ce:3a,Singapore,0,normal
E0045,user,2026-06-06 09:13:21.777825363,23.149.85.52,47.32400619658526,176.6720450728031,res_16,password,310.22657992328175,3,f0:e0:d9:b8:21:b0,UK,0,normal
E0040,service_account,2026-06-06 09:13:51.015652888,76.230.0.232,15.801809761378589,-78.73434591167961,res_11,password,262.70435728975895,5,58:6d:ab:52:d9:42,USA,0,normal
E0116,service_account,2026-06-06 09:15:14.511483090,155.135.186.41,45.51685158175821,74.56766236519874,res_24,biometric,320.3869813283538,4,0a:ec:70:85:70:3a,India,1,normal
E0102,edge_device,2026-06-06 09:16:20.468955331,26.160.33.24,-24.823951135053594,92.5082030202522,res_37,certificate,268.68625574350557,1,0e:fc:a7:f2:61:15,UK,1,normal
E0072,user,2026-06-06 09:16:43.945552921,197.5.139.47,59.00087963312815,-93.91879277078581,res_7,biometric,288.4799237843148,4,c4:30:f9:e3:2d:6e,Brazil,0,normal
E0003,edge_device,2026-06-06 09:18:32.595977175,7.173.74.67,-69.41964708117048,58.25242906878299,res_33,password,270.1874323595083,1,1e:0c:d8:61:9c:19,Brazil,0,normal
E0058,user,2026-06-06 09:19:20.067171176,44.120.160.34,9.383011510140348,86.36237701394906,res_33,certificate,388.20616690312175,2,06:91:d2:bf:32:d6,Japan,1,normal
E0114,edge_device,2026-06-06 09:22:26.888966940,54.39.236.87,12.622842268027238,-170.00198783129972,res_19,biometric,292.38073120770116,3,1a:2f:47:0c:50:77,UK,0,normal
E0102,edge_device,2026-06-06 09:22:29.758326411,31.159.159.9,-24.835857050013725,92.50185721807583,res_37,certificate,274.95306185668085,2,0e:fc:a7:f2:61:15,UK,0,normal
E0113,user,2026-06-06 09:23:36.747956254,186.61.44.147,-109.8992885,38.115492,res_32,certificate,395.5335044189265,4,da:dd:bc:35:28:c0,Singapore,0,impossible_travel
E0070,user,2026-06-06 09:23:56.417133277,181.29.6.38,-15.195110011106783,27.43552006472589,res_22,password,332.8515918261372,4,12:5f:a9:e1:3b:66,Japan,1,normal
E0023,user,2026-06-06 09:24:30.606645501,73.43.187.214,-7.444446812181305,152.23716963970682,res_34,password,251.8899847848137,3,f6:d6:6c:20:0a:ed,Brazil,0,normal
E0113,user,2026-06-06 09:24:42.382444651,125.89.44.236,-69.9079768148789,98.13041143059162,res_21,certificate,187.37765072218147,3,da:dd:bc:35:28:c0,Japan,0,normal
E0087,edge_device,2026-06-06 09:28:33.243004290,32.77.99.89,78.33556671894301,-69.82237607489569,res_33,certificate,299.3459321397771,1,9c:2c:3e:d7:f4:bc,India,0,normal
E0040,service_account,2026-06-06 09:28:34.164586871,165.31.95.163,15.794863113398971,-78.73867961123096,res_11,password,239.51920660975932,2,58:6d:ab:52:d9:42,USA,1,normal
E0055,edge_device,2026-06-06 09:30:40.871332719,154.183.222.64,6.0914674763663905,-132.658045451489,res_4,biometric,373.6547703040274,2,26:e6:6d:13:fe:66,Singapore,0,normal
E0037,edge_device,2026-06-06 09:36:53.219715290,188.147.149.46,24.327227851732307,9.343586309519953,res_4,password,328.39302394871896,2,04:ab:5a:5e:35:36,Japan,0,normal
E0058,user,2026-06-06 09:37:29.833313031,125.33.126.125,9.373639812604585,86.34810021072738,res_33,certificate,299.1802245996049,5,06:91:d2:bf:32:d6,Japan,0,normal
E0062,edge_device,2026-06-06 09:37:40.315651171,103.45.219.149,-61.138418898315905,-65.93028211272804,res_13,password,468.0526168565635,3,e4:1a:f2:35:75:62,Singapore,0,normal
E0043,service_account,2026-06-06 09:38:10.075438934,98.132.41.89,-44.52443920082383,166.4260113355342,res_25,certificate,277.8718040886679,1,aa:57:60:52:0b:0a,Germany,0,normal
E0010,edge_device,2026-06-06 09:39:21.315969542,149.199.51.203,88.28119546335896,92.72603033839769,res_33,token,333.9974969544642,1,74:e2:8b:03:01:25,India,0,normal
E0118,edge_device,2026-06-06 09:39:35.000889795,38.246.199.81,18.90148909035971,-71.03369561513482,res_0,biometric,302.2605722825153,4,88:2a:2a:6d:82:a3,Japan,0,normal
E0074,user,2026-06-06 09:40:39.662727239,102.45.22.167,-73.77733504468198,96.48549354809207,res_36,password,322.36764951175235,3,98:27:99:05:6f:47,UK,1,normal
E0096,user,2026-06-06 09:41:35.922424126,201.48.48.13,-34.8977228531206,-120.66024933979652,res_30,certificate,291.07622473095637,3,f8:bb:1e:c7:79:2a,India,0,normal
E0099,service_account,2026-06-06 09:42:16.269069957,79.73.60.159,73.68338021767208,-115.3558296788281,res_10,certificate,275.03128700929636,1,d6:14:61:a9:2a:70,UK,0,normal
E0113,user,2026-06-06 09:42:18.245212775,76.93.117.5,-69.88469964611367,98.12764265605593,res_21,certificate,414.0533273762211,1,da:dd:bc:35:28:c0,Japan,1,normal
E0087,edge_device,2026-06-06 09:43:07.349853274,67.7.227.56,78.30884879857874,-69.8594739328863,res_12,certificate,382.91088214758497,4,9c:2c:3e:d7:f4:bc,India,0,normal
E0092,user,2026-06-06 09:44:28.032046379,119.128.189.226,-69.76217172906249,161.64076328475963,res_31,token,275.02694280604055,5,e0:a8:4d:de:82:8e,Japan,1,normal
E0045,user,2026-06-06 09:44:36.108821424,58.62.216.233,47.28714374894711,176.6911461900825,res_37,password,395.68571934263184,2,f0:e0:d9:b8:21:b0,UK,0,normal
E0004,service_account,2026-06-06 09:47:26.420347286,10.220.21.217,-39.20518923706877,47.64108375488311,res_18,biometric,421.06654879050393,4,30:49:29:8a:66:7f,India,0,normal
E0096,user,2026-06-06 09:47:40.946922137,135.186.84.228,-34.8918961596156,-120.66630639715764,res_26,certificate,290.92205761381757,5,f8:bb:1e:c7:79:2a,India,0,normal
E0012,edge_device,2026-06-06 09:49:56.997034029,87.152.181.124,74.37626233771954,21.91051306448793,res_3,token,306.6734000904515,4,0e:c0:d4:40:97:87,India,1,normal
E0004,service_account,2026-06-06 09:54:24.733924597,187.56.101.122,-39.21682128245472,47.639099845412794,res_7,biometric,347.50471644052334,4,30:49:29:8a:66:7f,India,0,normal
E0097,service_account,2026-06-06 09:55:55.112246791,137.109.73.119,-8.016367422790633,47.334190247123196,res_29,certificate,297.1950327658379,5,56:7d:66:05:37:47,Japan,0,normal
E0111,service_account,2026-06-06 09:56:24.563874606,172.116.50.203,33.769971385075785,106.50006956814683,res_26,token,264.9354135187057,3,d6:c2:ff:27:5e:c7,Singapore,1,normal
E0044,user,2026-06-06 09:56:45.387458301,106.3.54.227,-27.804945075453283,-11.255096609004353,res_25,certificate,358.52821900425056,5,be:92:0e:f3:37:0c,India,1,normal
E0090,edge_device,2026-06-06 09:58:24.906003286,40.91.142.2,-35.23251819170394,-140.19430068357676,res_18,biometric,239.7848119103135,1,5a:ff:87:64:ce:3a,Singapore,0,normal
E0102,edge_device,2026-06-06 09:59:27.586247009,59.126.4.210,-24.83422120188545,92.51479896842936,res_1,certificate,382.23051918649406,4,0e:fc:a7:f2:61:15,UK,0,normal
E0096,user,2026-06-06 10:01:05.226519453,126.32.138.8,-34.888920258872986,-120.66323183102936,res_10,certificate,298.22954408285574,3,f8:bb:1e:c7:79:2a,India,0,normal
E0006,user,2026-06-06 10:02:15.240691346,99.177.30.127,-10.210979142730192,108.74429592663523,res_31,certificate,323.1033100762701,2,b8:8e:7a:46:4b:9b,Japan,0,normal
E0096,user,2026-06-06 10:02:48.054242983,94.119.199.249,-34.893936979791626,-120.64412842805167,res_4,certificate,248.63490767994531,3,f8:bb:1e:c7:79:2a,India,0,normal
E0040,service_account,2026-06-06 10:07:45.918036535,182.168.202.32,15.793171798199976,-78.74342650507243,res_10,password,258.9971378087922,1,58:6d:ab:52:d9:42,USA,0,normal
E0040,service_account,2026-06-06 10:09:21.926658444,94.122.245.96,15.808425749596081,-78.74466760665541,res_10,password,275.69933571295815,5,58:6d:ab:52:d9:42,USA,1,normal
E0090,edge_device,2026-06-06 10:09:34.839942591,40.157.9.223,-35.22666836240079,-140.18828032835327,res_18,biometric,345.24325709074276,4,5a:ff:87:64:ce:3a,Singapore,0,normal
E0043,service_account,2026-06-06 10:10:30.957673791,29.187.176.146,-44.52256898149264,166.4301285890811,res_12,certificate,369.6049507439168,4,aa:57:60:52:0b:0a,Germany,1,normal
E0118,edge_device,2026-06-06 10:11:31.196095916,5.87.46.208,18.935469697411477,-71.02500588727612,res_33,biometric,365.04966101729195,4,88:2a:2a:6d:82:a3,Japan,1,normal
E0097,service_account,2026-06-06 10:12:00.925602802,22.103.16.3,-8.030730897932074,47.31550762473285,res_4,certificate,292.12919074410956,5,56:7d:66:05:37:47,Japan,1,normal
E0096,user,2026-06-06 10:15:24.066831209,194.134.119.206,-34.91663204517993,-120.66368110118621,res_26,certificate,306.7582009095384,5,f8:bb:1e:c7:79:2a,India,0,normal
E0010,edge_device,2026-06-06 10:16:12.339489263,216.64.214.33,88.28124728569497,92.72012574800803,res_15,token,209.75814059106932,1,74:e2:8b:03:01:25,India,1,normal
E0019,user,2026-06-06 10:16:13.905206929,160.14.68.126,-13.67457802796724,-109.92319150009416,res_34,password,264.7540791426603,5,ca:06:d3:b6:8a:14,Japan,1,normal
E0097,service_account,2026-06-06 10:20:12.615447086,54.202.81.247,-8.021680670625088,47.33183224402029,res_14,certificate,342.3640169913258,4,56:7d:66:05:37:47,Japan,1,normal
E0087,edge_device,2026-06-06 10:22:20.531391370,168.41.184.15,78.31120658205838,-69.85014586082912,res_17,certificate,355.4974736703455,1,9c:2c:3e:d7:f4:bc,India,0,normal
E0087,edge_device,2026-06-06 10:25:24.927423673,201.101.8.84,78.30511724744902,-69.84669348257472,res_33,certificate,354.31155404231333,4,9c:2c:3e:d7:f4:bc,India,1,normal
E0027,edge_device,2026-06-06 10:26:07.071525607,219.76.37.92,76.5608264629327,81.5985680632386,res_2,certificate,251.68812685667342,2,6c:02:c9:f2:9e:dc,USA,0,normal
E0099,service_account,2026-06-06 10:27:12.816108952,119.42.79.27,73.67639145936928,-115.33918079667072,res_3,certificate,298.8457943361564,3,d6:14:61:a9:2a:70,UK,0,normal
E0096,user,2026-06-06 10:28:50.200374894,77.114.80.18,-34.89153198767936,-120.6585269228131,res_28,certificate,308.6418541187536,5,f8:bb:1e:c7:79:2a,India,0,normal
E0097,service_account,2026-06-06 10:29:15.023792828,191.125.7.126,-8.027404369488847,47.32764593540219,res_14,certificate,345.85125696813384,5,56:7d:66:05:37:47,Japan,0,normal
E0020,user,2026-06-06 10:35:11.620311444,188.253.226.9,-22.24831149615722,155.19527368335636,res_30,token,228.20909711094401,2,50:18:ab:b8:15:7b,Japan,1,normal
E0007,user,2026-06-06 10:35:21.111773672,36.176.41.98,-29.18654294800174,-118.40897616933454,res_3,password,268.744058383093,2,c2:8a:38:83:ca:70,India,1,normal
E0012,edge_device,2026-06-06 10:40:21.627929739,147.175.103.8,74.38258289640757,21.89796893079582,res_3,token,272.62989915119647,4,0e:c0:d4:40:97:87,India,0,normal
E0090,edge_device,2026-06-06 10:43:22.882453428,17.32.177.57,-35.2284506113395,-140.1825065565669,res_30,biometric,240.1139603858681,2,5a:ff:87:64:ce:3a,Singapore,0,normal
E0010,edge_device,2026-06-06 10:43:45.232360213,191.235.189.238,88.2635675781525,92.72332667837696,res_15,token,392.6123358828479,4,74:e2:8b:03:01:25,India,0,normal
E0073,user,2026-06-06 10:45:13.174942964,147.132.232.172,-47.3515309137571,-3.2943867345643256,res_10,password,302.5814691009076,4,2c:bb:01:f1:78:37,UK,1,normal
E0020,user,2026-06-06 10:45:16.893049723,172.199.121.127,-22.251580808747725,155.20076256829478,res_26,token,181.2243434488483,1,50:18:ab:b8:15:7b,Japan,0,normal
E0097,service_account,2026-06-06 10:45:26.940781706,59.57.228.153,-8.03899659495607,47.33665790177235,res_18,certificate,318.1075158391724,2,56:7d:66:05:37:47,Japan,0,normal
E0082,service_account,2026-06-06 10:46:35.069592346,202.151.224.252,-73.0411292476367,-3.175745631187871,res_38,certificate,320.7254291424283,3,0c:39:c9:d5:de:6d,UK,0,normal
E0087,edge_device,2026-06-06 10:47:08.112128913,19.106.101.191,78.31103036325354,-69.84087192831487,res_17,certificate,200.43825244621377,2,9c:2c:3e:d7:f4:bc,India,0,normal
E0057,service_account,2026-06-06 10:47:09.397853770,169.35.146.158,37.30051501856472,-91.17209375087027,res_14,token,257.99202282300547,2,62:ae:98:5e:82:6c,Japan,1,normal
E0052,user,2026-06-06 10:47:55.403164471,177.251.4.160,-83.50772232160273,-114.39408414620793,res_38,certificate,369.93699894666963,2,ea:90:63:af:dd:0c,Singapore,1,normal
E0010,edge_device,2026-06-06 10:48:52.622536678,200.215.196.202,88.28085354440665,92.71737016092064,res_28,token,248.94129424482276,2,74:e2:8b:03:01:25,India,0,normal
E0113,user,2026-06-06 10:48:53.042706250,36.230.144.223,-69.90537089148064,98.11860589937697,res_21,certificate,328.17578899766403,3,da:dd:bc:35:28:c0,Japan,0,normal
E0099,service_account,2026-06-06 10:52:00.555909299,40.195.190.158,73.68382665774665,-115.34111408385643,res_3,certificate,301.075064293315,2,d6:14:61:a9:2a:70,UK,1,normal
E0040,service_account,2026-06-06 10:52:08.512591911,11.10.218.208,15.795458433702857,-78.735063431109,res_26,password,309.56359186657335,5,58:6d:ab:52:d9:42,USA,0,normal
E0031,user,2026-06-06 10:54:41.018017145,34.71.208.54,40.486663479906156,-51.994596594603244,res_18,certificate,243.0002577888183,3,aa:45:74:83:02:ac,UK,0,normal
E0012,edge_device,2026-06-06 10:55:14.173027012,7.112.105.251,74.380515847421,21.887271045729136,res_4,token,353.9236064408186,2,0e:c0:d4:40:97:87,India,1,normal
E0118,edge_device,2026-06-06 10:57:57.405067223,30.233.87.155,18.91864702283465,-71.0500756093856,res_29,biometric,242.67588809360683,1,88:2a:2a:6d:82:a3,Japan,0,normal
E0023,user,2026-06-06 11:03:42.244835257,215.198.180.218,-7.447788537033158,152.23288669232556,res_37,password,184.88195454835574,2,f6:d6:6c:20:0a:ed,Brazil,0,normal
E0023,user,2026-06-06 11:05:39.938566973,84.218.192.194,-7.452411970503761,152.2554118063878,res_34,password,262.74694564876415,3,f6:d6:6c:20:0a:ed,Brazil,0,normal
E0040,service_account,2026-06-06 11:06:31.227911840,31.125.182.194,15.810935649210657,-78.74506890322111,res_26,password,216.8106347585254,2,58:6d:ab:52:d9:42,USA,1,normal
E0097,service_account,2026-06-06 11:06:40.566669002,138.177.163.185,-8.001266390058113,47.33437843231306,res_14,certificate,307.76679855284664,3,56:7d:66:05:37:47,Japan,0,normal
E0043,service_account,2026-06-06 11:06:54.863521099,57.105.163.225,-44.51545759806464,166.43927983241213,res_12,certificate,342.0753383666021,1,aa:57:60:52:0b:0a,Germany,0,normal
E0020,user,2026-06-06 11:08:35.105773300,84.162.157.200,-22.25274463252767,155.19923587170726,res_30,token,158.64486450406068,1,50:18:ab:b8:15:7b,Japan,1,normal
E0027,edge_device,2026-06-06 11:08:39.689837611,48.80.220.192,76.54833882779978,81.5841502669938,res_2,certificate,202.9506132455056,4,6c:02:c9:f2:9e:dc,USA,1,normal
E0027,edge_device,2026-06-06 11:08:46.360881231,105.114.193.181,76.56479533885204,81.59461059601406,res_33,certificate,310.9006723293357,1,6c:02:c9:f2:9e:dc,USA,0,normal
E0043,service_account,2026-06-06 11:08:46.604557720,134.124.164.154,-44.5458440060638,166.42882829460757,res_25,certificate,325.31812928600743,4,aa:57:60:52:0b:0a,Germany,1,normal
E0060,service_account,2026-06-06 11:09:05.220252997,146.33.251.69,-68.56256638455194,-167.26738258073632,res_17,biometric,376.25073726453286,3,3e:44:22:6c:9c:6e,India,0,normal
E0061,edge_device,2026-06-06 11:10:35.637258155,162.0.238.191,-12.084140935464527,62.608333043457364,res_21,password,286.91283236095103,2,a8:df:e3:fc:a2:3d,USA,0,normal
E0024,edge_device,2026-06-06 11:12:40.823072522,180.1.137.135,78.12374842175394,-62.56340649059547,res_3,biometric,356.49920345643034,3,e8:11:72:67:0f:d5,UK,0,normal
E0052,user,2026-06-06 11:14:08.461571179,168.136.48.209,-83.4853771701365,-114.40707971129078,res_38,certificate,256.735644120257,1,ea:90:63:af:dd:0c,Singapore,0,normal
E0049,service_account,2026-06-06 11:15:54.087490994,146.144.71.15,29.89149368542995,-140.85998926615622,res_32,certificate,364.74514628083114,3,90:a0:39:d0:e2:81,Brazil,1,normal
E0010,edge_device,2026-06-06 11:17:47.313665998,29.171.127.191,88.27551812031822,92.73593504216251,res_7,token,211.0051009261275,1,74:e2:8b:03:01:25,India,0,normal
E0007,user,2026-06-06 11:18:11.282347968,141.195.212.225,-29.18832793150968,-118.40338649213442,res_15,password,286.47341235498,1,c2:8a:38:83:ca:70,India,0,normal
E0060,service_account,2026-06-06 11:19:39.454382382,141.166.2.203,-68.54837709804465,-167.25916642072323,res_33,biometric,460.77772163400016,2,3e:44:22:6c:9c:6e,India,1,normal
E0061,edge_device,2026-06-06 11:23:22.983678679,200.90.73.22,-12.09226171441798,62.6183715563361,res_21,password,347.28512644608816,4,a8:df:e3:fc:a2:3d,USA,0,normal
E0061,edge_device,2026-06-06 11:23:43.750101984,73.86.166.73,-12.099671376526492,62.632474999267686,res_20,password,287.235598916064,5,a8:df:e3:fc:a2:3d,USA,0,normal
E0027,edge_device,2026-06-06 11:24:21.857695056,167.200.28.251,76.5593742176223,81.5916541512212,res_38,certificate,273.9716047747309,5,6c:02:c9:f2:9e:dc,USA,0,normal
E0107,user,2026-06-06 11:26:28.261349747,190.232.195.112,-75.41947835518282,-130.4064954270678,res_0,biometric,409.9271764546381,3,b4:15:a0:29:54:d1,Singapore,0,normal
E0113,user,2026-06-06 11:26:28.463359813,179.91.27.98,-69.90106836207951,98.09594113886082,res_32,certificate,244.94304065362007,3,da:dd:bc:35:28:c0,Japan,0,normal
E0096,user,2026-06-06 11:27:48.368355339,105.234.17.93,-34.90527039166387,-120.64817241139954,res_4,certificate,245.32319658582247,1,f8:bb:1e:c7:79:2a,India,0,normal
E0049,service_account,2026-06-06 11:28:13.107226794,213.218.224.95,29.88185018770039,-140.89632393946277,res_19,certificate,128.42879767953346,3,90:a0:39:d0:e2:81,Brazil,0,normal
E0012,edge_device,2026-06-06 11:28:55.084177390,11.146.40.245,74.37007366453832,21.88212213615927,res_3,token,356.7298382795637,1,0e:c0:d4:40:97:87,India,0,normal
E0082,service_account,2026-06-06 11:29:49.984729631,158.204.31.33,-73.02863060247559,-3.1535425837149464,res_17,certificate,401.1561932374399,5,0c:39:c9:d5:de:6d,UK,0,normal
E0012,edge_device,2026-06-06 11:30:09.269187737,48.108.135.216,74.3743766050333,21.897528276018296,res_4,token,310.18158947827703,3,0e:c0:d4:40:97:87,India,0,normal
E0061,edge_device,2026-06-06 11:31:14.398401016,99.215.97.75,-12.107027026876555,62.56755378843236,res_21,password,243.27187750942608,3,a8:df:e3:fc:a2:3d,USA,0,normal
E0116,service_account,2026-06-06 11:33:02.926206660,177.92.247.111,45.51665453931247,74.54827774344412,res_14,biometric,318.34207144498663,1,0a:ec:70:85:70:3a,India,1,normal
E0116,service_account,2026-06-06 11:33:05.171537432,34.201.146.81,45.52593221148039,74.56427092772354,res_24,biometric,283.73309109828546,1,0a:ec:70:85:70:3a,India,0,normal
E0036,user,2026-06-06 11:33:59.169877324,135.180.187.57,-4.816003800033787,-32.49807967461487,res_16,biometric,291.24933402166863,5,7e:aa:97:14:05:b7,UK,1,normal
E0097,service_account,2026-06-06 11:34:04.780342287,159.238.121.214,-8.004095742932414,47.32360828024491,res_14,certificate,301.2016403882418,3,56:7d:66:05:37:47,Japan,0,normal
E0043,service_account,2026-06-06 11:37:09.657463564,21.79.245.244,-44.52829318003755,166.43472110959343,res_25,certificate,285.3956115122928,1,aa:57:60:52:0b:0a,Germany,0,normal
E0007,user,2026-06-06 11:39:01.775242948,189.232.100.238,-29.18931724404413,-118.40724023596299,res_36,password,361.76385708811927,4,c2:8a:38:83:ca:70,India,0,normal
E0017,user,2026-06-06 11:42:10.208533083,111.79.175.217,17.628079345424005,6.406402480947755,res_15,token,198.95975893223013,3,00:0d:6f:f1:07:6e,UK,0,normal
E0012,edge_device,2026-06-06 11:43:11.195470119,72.92.194.21,74.37616671966478,21.901457924498917,res_4,token,327.82338345342686,1,0e:c0:d4:40:97:87,India,0,normal
E0043,service_account,2026-06-06 11:43:23.053166888,28.227.225.127,-44.52997508777881,166.4360072704358,res_12,certificate,234.8895792998553,5,aa:57:60:52:0b:0a,Germany,0,normal
E0020,user,2026-06-06 11:45:11.568407098,159.44.26.177,-22.23954202920688,155.19670347034412,res_31,token,370.1233676538742,5,50:18:ab:b8:15:7b,Japan,1,normal
E0034,service_account,2026-06-06 11:47:32.623772760,204.156.25.218,72.07376057541003,105.26778649206763,res_16,certificate,157.20483826913863,2,da:c9:67:c6:9b:77,Japan,0,normal
E0022,edge_device,2026-06-06 11:48:15.390075298,61.66.223.8,-43.69045224030174,25.73989938959414,res_18,token,249.319364202405,2,48:68:48:59:56:91,Germany,0,normal
E0020,user,2026-06-06 11:48:59.596263236,39.209.42.70,-22.266194306594816,155.1794291248827,res_30,token,276.7570952991171,1,50:18:ab:b8:15:7b,Japan,0,normal
E0107,user,2026-06-06 11:53:19.124151412,87.83.10.16,-75.42826955604191,-130.4088117546207,res_7,biometric,316.17622164379463,2,b4:15:a0:29:54:d1,Singapore,0,normal
E0077,service_account,2026-06-06 11:53:34.140228425,211.25.228.113,-68.54496543845295,-120.21271059180982,res_21,password,334.41941779660294,5,b4:60:6e:d4:a3:4a,Japan,1,normal
E0065,user,2026-06-06 11:57:03.364097517,216.15.12.171,-87.40342681263418,-76.6645802909753,res_14,token,257.0763857256496,5,bc:f0:b0:42:96:cb,Germany,0,normal
E0097,service_account,2026-06-06 11:57:33.312155216,169.249.130.19,-8.016838310712798,47.33564129258992,res_4,certificate,327.8558245941476,3,56:7d:66:05:37:47,Japan,0,normal
E0116,service_account,2026-06-06 11:59:38.407342222,217.225.10.89,45.519332484975656,74.55612876985636,res_14,biometric,289.16079707725675,3,0a:ec:70:85:70:3a,India,0,normal
